-0.075000, -0.478125
-0.075000, -0.465625
-0.075000, -0.456250
-0.075000, -0.446875
-0.075000, -0.434375
-0.075000, -0.421875
-0.075000, -0.412500
-0.075000, -0.396875
-0.075000, -0.387500
-0.075000, -0.368750
-0.070833, -0.353125
-0.062500, -0.331250
-0.058333, -0.315625
-0.054167, -0.296875
-0.045833, -0.287500
-0.041667, -0.275000
-0.037500, -0.268750
-0.029167, -0.253125
-0.025000, -0.246875
-0.012500, -0.234375
-0.012500, -0.228125
-0.008333, -0.225000
0.004167, -0.215625
0.016667, -0.200000
0.029167, -0.190625
0.037500, -0.184375
0.045833, -0.178125
0.062500, -0.165625
0.066667, -0.156250
0.070833, -0.153125
0.075000, -0.150000
0.079167, -0.146875
0.091667, -0.140625
0.104167, -0.134375
0.116667, -0.125000
0.129167, -0.115625
0.137500, -0.112500
0.150000, -0.103125
0.166667, -0.096875
0.179167, -0.087500
0.191667, -0.078125
0.195833, -0.075000
0.200000, -0.071875
0.204167, -0.065625
0.212500, -0.053125
0.216667, -0.046875
0.220833, -0.037500
0.229167, -0.021875
0.229167, -0.012500
0.229167, -0.009375
0.233333, 0.006250
0.233333, 0.021875
0.237500, 0.031250
0.241667, 0.040625
0.241667, 0.043750
0.241667, 0.053125
0.241667, 0.059375
0.241667, 0.065625
0.241667, 0.081250
0.241667, 0.090625
0.241667, 0.100000
0.241667, 0.115625
0.241667, 0.131250
0.241667, 0.137500
0.233333, 0.146875
0.220833, 0.156250
0.220833, 0.162500
0.216667, 0.168750
0.204167, 0.175000
0.200000, 0.184375
0.187500, 0.193750
0.179167, 0.203125
0.170833, 0.209375
0.162500, 0.218750
0.158333, 0.218750
0.154167, 0.221875
0.141667, 0.231250
0.133333, 0.234375
0.120833, 0.240625
0.104167, 0.250000
0.095833, 0.256250
0.083333, 0.259375
0.070833, 0.268750
0.050000, 0.278125
0.041667, 0.278125
0.029167, 0.287500
0.020833, 0.293750
0.008333, 0.300000
-0.000000, 0.306250
-0.004167, 0.309375
-0.012500, 0.315625
-0.020833, 0.321875
-0.025000, 0.325000
-0.029167, 0.331250
-0.029167, 0.337500
-0.037500, 0.343750
-0.041667, 0.356250
-0.045833, 0.362500
-0.050000, 0.368750
-0.054167, 0.375000
-0.054167, 0.378125
-0.054167, 0.381250
-0.054167, 0.387500
-0.058333, 0.390625
-0.058333, 0.396875
-0.062500, 0.400000
-0.066667, 0.406250
-0.066667, 0.409375
-0.066667, 0.412500
-0.066667, 0.415625
-0.070833, 0.418750
-0.070833, 0.425000
-0.070833, 0.431250
-0.070833, 0.437500
-0.070833, 0.443750
-0.070833, 0.450000
-0.070833, 0.453125
-0.070833, 0.459375
-0.062500, 0.462500
-0.062500, 0.471875
-0.058333, 0.471875
-0.058333, 0.478125
-0.050000, 0.481250
-0.050000, 0.484375
-0.045833, 0.487500
-0.041667, 0.490625
-0.037500, 0.496875
-0.029167, 0.500000
-0.020833, 0.506250
-0.012500, 0.509375
-0.008333, 0.509375
-0.000000, 0.512500
0.004167, 0.515625
0.008333, 0.518750
0.012500, 0.518750
0.016667, 0.521875
0.020833, 0.528125
0.033333, 0.531250
0.037500, 0.543750
0.041667, 0.553125
0.050000, 0.565625
0.054167, 0.581250
0.058333, 0.587500
0.062500, 0.593750
0.066667, 0.596875
0.066667, 0.600000
0.066667, 0.603125
0.070833, 0.609375
0.075000, 0.615625
0.079167, 0.631250
0.079167, 0.643750
0.083333, 0.656250
0.083333, 0.659375
0.083333, 0.662500
0.083333, 0.668750
0.083333, 0.678125
0.079167, 0.684375
0.070833, 0.693750
0.066667, 0.703125
0.066667, 0.706250
0.062500, 0.709375
0.062500, 0.712500
0.058333, 0.715625
0.058333, 0.718750
0.054167, 0.725000
0.050000, 0.728125
0.041667, 0.734375
0.037500, 0.737500
0.029167, 0.743750
0.025000, 0.746875
0.025000, 0.753125
0.016667, 0.759375
0.016667, 0.762500
0.012500, 0.768750
0.012500, 0.771875
0.008333, 0.778125
0.008333, 0.781250
0.004167, 0.781250
-0.000000, 0.787500
-0.000000, 0.790625
-0.004167, 0.796875
-0.008333, 0.806250
-0.012500, 0.818750
-0.016667, 0.831250
-0.016667, 0.834375
-0.016667, 0.837500
-0.020833, 0.843750
-0.020833, 0.846875
-0.020833, 0.850000
-0.020833, 0.853125
-0.020833, 0.856250
-0.020833, 0.868750
-0.020833, 0.875000
-0.020833, 0.881250
-0.020833, 0.884375
-0.012500, 0.896875
-0.004167, 0.912500
0.008333, 0.934375
end
